商品ID,标题,价格,价格说明,店铺名称,店铺标签,销量,地区,商品链接,图片链接,品牌,型号,屏幕尺寸,刷新率,电池容量,像素,机身内存,充电功率,标签
1037402812320,【新品上市】OPPO A6s Pro IP69K满级防水超级暴雨触控手机政府补贴oppo官方旗舰店oppoa6spro正品手机新款,¥1919.04,券后价,OPPO官方旗舰店,回头客2万,91人付款,广东 东莞,https://detail.tmall.com/item.htm?id=1037402812320&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000p0vv-4gRg3x0mBn2iKm_m1YbVtoBiOcniGqG5eVGs4A&skuId=6226454222462,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/901409638/O1CN01nuMIhm2L4GPyy0539-901409638.jpg_60x60.jpg,OPPO,,6.57英寸,120Hz,7000mAh,,8GB+256GB,,政府补贴4%; 退货宝
974725466459,iPhone 17 Pro 百亿补贴 Apple/苹果,¥7709,补贴价,百亿补贴官方精选,回头客100万,,浙江 杭州,https://detail.tmall.com/item.htm?id=974725466459&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=750b15eedbe9b03ce3b4ed296a26b2be21f5b18c&mi_id=000040bRWNkSlpNABfnKPwWRwyhjY-NMqw_ohHyLkU73M_I&skuId=6093707430911,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2217587502021/O1CN01B3GKyB1QnfXS0QjKf_!!4611686018427382725-2-item_pic.png_60x60.jpg,Apple/苹果,,6.3英寸,120Hz,3988mAh,4800万,,40W,已补1989元
979693062676,小米MIUI/小米 Xiaomi 15 Pro旗舰手机,¥2359,,简三数码,,100+人付款,上海,https://item.taobao.com/item.htm?id=979693062676&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000K9I_kQgCRtLJg53TWBW-x_rYnQvsrt7-REcmB34iDEQ&skuId=6103509839511,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2657743992/O1CN01KGXAX41fMODFLuPuG_!!2657743992.jpg_60x60.jpg,MIUI/小米,,6.73英寸,120Hz,6100mAh,,16GB+1024GB,,
974265091369,【需当面签收激活】iPhone 17 Apple/苹果,¥5079,补贴价,百亿补贴官方精选,回头客100万,,浙江 杭州,https://detail.tmall.com/item.htm?id=974265091369&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=529a4cf26dd0a8d7e51aaafa2ea68498b3ae4180&mi_id=00007gXQkoGR0DkUmv6w_LAWxkrTwWn9_b4_dVJ8pBB8Mbo&skuId=6094693491213,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2217587502021/O1CN01pme3SI1QnfXRrEaCN_!!4611686018427382725-0-item_pic.jpg_60x60.jpg,Apple/苹果,,6.3英寸,120Hz,3692mAh,4800万,,40W,已补1420元
972636145415,【国家补贴至高立省500元】vivo X300 Pro新品蔡司2亿APO超级长焦天玑9500拍照手机官方旗舰店官网,¥4603,补贴价,百亿补贴品牌优选,回头客1万,,广西 南宁,https://detail.tmall.com/item.htm?id=972636145415&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=c96a009df17708584d67001edffb36ad1fc95f4a&mi_id=0000vxp-t60-gKngEoGCl9ao_S6etvZHPAC854ERRz8wato&skuId=6038799537786&maskChannel=bybtrs,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2207440821122/O1CN01j5Q93h1K9vWMS4ElG_!!2207440821122.png_60x60.jpg,vivo,,6.78英寸,120Hz,6510mAh,,16GB+512GB,,政府补贴10%; 已补596元; 超级爆款; 退货宝
986414503123,【阿里官方自营】vivo iQOO Z10 Turbo+正品新款天玑9400+大电池iQOO官方旗舰店官网学生游戏-199,¥2217.3,券后价,喵速达电器官方旗舰店,回头客60万,500+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=986414503123&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=00002wNhbMp9SGvfT8ZGXmw1OJGRWFK5eknYjxVjvW22Noo&skuId=6117044578443,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2213856588863/O1CN01sUx3NS2FLJQgxmiRF_!!4611686018427384895-2-item_pic.png_60x60.jpg,vivo,,6.78英寸,144Hz,8000mAh,5000万,16GB+512GB,,满150减15; 政府补贴5%; 热销爆款; 退货宝
986465003180,【新品可叠国家补贴】HUAWEI Mate70 Air 6.6mm超薄长续航7英寸华为临境大屏红枫原色影像华为官方旗舰店手机,¥3743.04,券后价,华为官方旗舰店,回头客4万,,广东 东莞,https://detail.tmall.com/item.htm?id=986465003180&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=000036MBcCMaXNGh6U6VWR6y63kRL3pMTwW36FpR3S0xctY&skuId=5964154793908,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2838892713/O1CN01oDfIE11VubeqGSrEO_!!4611686018427383977-2-item_pic.png_60x60.jpg,Huawei/华为,,7英寸,120Hz,6500mAh,5000万,16GB+512GB,66W,政府补贴4%;  12期; 次日达; 退货宝
1034886023312,【3期免息】OPPO真我Neo7Turbo天玑9400e 7200mAh长续航学生智能AI游戏性能手机官方旗舰店realme正品,¥1999,,OPPO官方旗舰店,回头客2万,7人付款,广东 东莞,https://detail.tmall.com/item.htm?id=1034886023312&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000vlMXAA8BhtUZBYs3utFc6bXFOCY-qmNQp0aoEpLl0Rw&skuId=6217660455114,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/901409638/O1CN01y48iK42L4GPrY5vB4_!!4611686018427382630-0-item_pic.jpg_60x60.jpg,Realme/真我,,6.8英寸,144Hz,7200mAh,5000万,12GB+256GB,, 3期; 退货宝
988981343953,新品上市 OPPO Reno15 手机政府补贴正品新款学生精致小直屏 2 亿像素超清影像oppo手机官方旗舰店opporeno15,¥2768.64,券后价,OPPO官方旗舰店,回头客2万,5万+人付款,广西 南宁,https://detail.tmall.com/item.htm?id=988981343953&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000MyHxbRQG1adhpvbNcrdlCUT-hSMc7oChyl83ufDDo9U&skuId=5967535697314,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/901409638/O1CN01YcuwQt2L4GPsu6otG_!!4611686018427382630-0-item_pic.jpg_60x60.jpg,OPPO,,6.32英寸,120Hz,6200mAh,,12GB+512GB,,满150减15; 政府补贴4%;  6期; 退货宝
862798460242,【政府补贴15%】小米15手机 徕卡光学Summilux高速镜头骁龙8至尊版移动平台澎湃OS 5g手机,¥2896.55,,天猫优品官方旗舰店,回头客40万,1000+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=862798460242&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=c7c88aec6ff80f37cec5a0f829c5fa8467663a2e&mi_id=0000CPLNV1vKripwshhyyWmd4rvh6woNHgPOl2dQLFqkLDA&skuId=5850774391366,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2218536532979/O1CN01OXNOy81XsR11ZTK8A_!!4611686018427386867-0-item_pic.jpg_60x60.jpg,MIUI/小米,,6.36英寸,120Hz,5400mAh,,16GB+1024GB,,政府补贴5%; 超级爆款; 退货宝; 对公支付
985814375838,honor/荣耀 GT 全网通5G三代骁龙8旗舰NFC游戏学生智能手机90GT,¥1589,券后价,广信通讯2024,,14人付款,广东 深圳,https://item.taobao.com/item.htm?id=985814375838&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000cM_K3HVZQmudcSHIrUYzfcrpMWsaPBGfOwX6kFtiUvI&skuId=6212058786526,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/4281645431/O1CN01Olk7nQ1pzS8AqLUfG_!!4281645431.jpg_60x60.jpg,honor/荣耀,,6.7英寸,120Hz,5300mAh,,12GB+256GB,100w,退货宝
1040489867824,【国家补贴15%】vivo Y6t新品手机官方旗舰店官网正品6500mAh超薄大电池大内存学生,¥1299,,vivo手机官方旗舰店,回头客1万,6人付款,广东 东莞,https://detail.tmall.com/item.htm?id=1040489867824&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=c1d8c09e2f1cd05bf6069e73e6038d1e8f6ac9cf&mi_id=0000rw0uf1Q8lYaPtgfm79JY-WSqMAhXbus10hSpturThuE&skuId=6231317199443,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2207440821122/O1CN01Hq36ZO1K9vWPnQxSj_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.74英寸,120Hz,6500mAh,1300万像素,8GB+128GB,,退货宝
1035629906838,【新品上市】OPPO A6s Pro 超流畅ColorOS16超级暴雨触控手机政府补贴oppo官方旗舰店oppoa6spro智能手机,¥1919.04,券后价,OPPO官方旗舰店,回头客2万,36人付款,广东 东莞,https://detail.tmall.com/item.htm?id=1035629906838&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000ZmTcCwi-e1gczdpYQ_a-OlsPC1Yt5GvbeWFx9wNS3j8&skuId=6062244681101,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/901409638/O1CN01vvSVgf2L4GPtsYWsD_!!4611686018427382630-0-item_pic.jpg_60x60.jpg,OPPO,,6.57英寸,120Hz,7000mAh,,8GB+128GB,,政府补贴4%; 退货宝
1041888129209,【新品预售】Huawei/华为 Pura 90 Pro新款手机官方旗舰店游戏直屏手机数码鸿蒙系统智能pura 80旗舰手机,¥5999,券后价,华为手机专卖店,,6人付款,湖北 武汉,https://detail.tmall.com/item.htm?id=1041888129209&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000646BJ7xeGa8fC1MtZUw8cyDZZm889zST1QHt92iJxSE&skuId=6227222566686,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2217693185585/O1CN01B2RUaq1r7zAAck5t1_!!4611686018427381297-0-item_pic.jpg_60x60.jpg,Huawei/华为,,6.6英寸,120Hz,6000mAh,5000万,12GB+256GB,66W,退货宝
970882253980,小米17手机新品新款上市小米徕卡联合研发小米官方旗舰店官网小米澎湃OS,¥3884.55,券后价,小米官方旗舰店,回头客20万,7000+人付款,广东 广州,https://detail.tmall.com/item.htm?id=970882253980&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000wVnix5GSYBIVz04FaecM5aJUhDZbAiIWzssUcYv67lU&skuId=6103225022692,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/1714128138/O1CN01NjZbVK29zGJhFKaf2_!!4611686018427381002-2-item_pic.png_60x60.jpg,MIUI/小米,,6.3英寸,120Hz,7000mAh,5000万,16GB+512GB,100w,政府补贴5%;  12期; 退货宝
918096042937,【政府补贴至高15%】vivo iQOO Z10 Turbo 新品5G手机 iqooz10爱酷官方正品Z10 Turbo,¥1880.05,,天猫优品官方旗舰店,回头客40万,2000+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=918096042937&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=61bef2e6fa61b2c8c0b982e96b84b2ef8e438f0d&mi_id=00002MpOkyjZlh8tVnaUERH5j4VMkgfO7ytYWCvv9C1Ri8M&skuId=5953915978714,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2218536532979/O1CN01kPwCam1XsR0e7TT0A_!!4611686018427386867-0-item_pic.jpg_60x60.jpg,iQOO,,6.78英寸,144Hz,7620mAh,5000万,16GB+512GB,,政府补贴5%; 热销爆款; 退货宝; 对公支付
900656021797,【国家补贴至高立省500元】vivo X200s新品蔡司天玑9400+旗舰芯拍照学生智能手机vivo官方旗舰店官网,¥4199,,vivo手机官方旗舰店,回头客1万,4000+人付款,广西 南宁,https://detail.tmall.com/item.htm?id=900656021797&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=09e1d0a00889fccad274771e6146691f614388e4&mi_id=0000S41NB_-GUdBmWYxyG2sX-NXWQbEEmvOR-bzPHYI5Tc0&skuId=6235301510303,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2207440821122/O1CN01FlPtEG1K9vWOqRoAU_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.67英寸,120Hz,6200mAh,,12GB+256GB,,超级爆款; 退货宝
919810144588,【阿里自营 政府补贴】OPPO Reno14  日月光 高清长焦实况潮流配色 满级防水 学生游戏拍照 5G全网通手机,¥2264.8,券后价,喵速达电器官方旗舰店,回头客60万,3000+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=919810144588&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000tqumLKexyp3sWhTVFqEKmpZrp6uFQ4lgCcerwdxa9hM&skuId=5802594605172,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2213856588863/O1CN01MGqRBP2FLJQDKagWM_!!4611686018427384895-2-item_pic.png_60x60.jpg,OPPO,,6.59英寸,120Hz,6000mAh,,12GB+512GB,80W,满150减15; 政府补贴5%;  6期; 退货宝
982455600746,vivo iQOO Neo11新品骁龙8至尊长续航国补手机iQOO官方旗舰店官网正品iqooneo11游戏手机,¥2957.84,券后价,vivo手机官方旗舰店,回头客1万,4000+人付款,广西 南宁,https://detail.tmall.com/item.htm?id=982455600746&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000yukJ2EdWmuh7DZ3y-eTNbsU4HiCrvE0fx-BkLxwTYA0&skuId=6070691448881,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2207440821122/O1CN016OBYeH1K9vWO0k9pC_!!4611686018427386754-0-item_pic.jpg_60x60.jpg,vivo,,6.82英寸,144Hz,7500mAh,5000万,12GB+256GB,,满150减15; 政府补贴4%;  3期; 淘金币已抵2.92元; 退货宝
1028531909651,【新品上市 24期免息】vivo X300s 新品蔡司2亿超级主摄政府补贴拍照学生智能大电池手机官方旗舰店官网正品,¥4499.1,,vivo手机官方旗舰店,回头客1万,,广西 南宁,https://detail.tmall.com/item.htm?id=1028531909651&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=8232bb869f1ce9cd793009c3b0d0636b10c77785&mi_id=0000Arli_Rtln5Pqxnwg_ebiuxweYimG61U8VdKwLm8XQ_M&skuId=6050292692325,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2207440821122/O1CN01WzvPXi1K9vWNPIjHn_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.78英寸,144Hz,7100mAh,,12GB+256GB,,政府补贴10%; 超级爆款;  24期; 退货宝
1042343726796,【新品上市】HONOR/荣耀X80i 5G智能手机 超韧精研金属中框1.5K荣耀绿洲护眼屏官方旗舰店官网正品,¥1499,,创宇嘉汇数码专营店,13年老店,3人付款,广东 深圳,https://detail.tmall.com/item.htm?id=1042343726796&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000oriUZLjPDkRhk8LJKgwGCBiNBmkJuv_BeBclFpe6tic&skuId=6065631593476,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/909410026/O1CN01b4pLiJ1C3xQp5jHiq_!!4611686018427387626-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.6英寸,120Hz,7000mAh,,8GB+256GB,,24小时内发; 退货宝
917078408481,【国家补贴至高省500元】vivo S30 Pro mini多彩小直屏长续航学生大内存新品AI手机官方旗舰店官网正品,¥2699.1,,vivo手机官方旗舰店,回头客1万,,广西 南宁,https://detail.tmall.com/item.htm?id=917078408481&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=e539baaae32a29619145af6c272446bb65984858&mi_id=0000mlfguN-iI3MkpNGcPK3TIDkyTIephGTkQgKcvR7zs_k&skuId=6048890025426,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2207440821122/O1CN01FCkKKi1K9vWOwoooN_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.31英寸,120Hz,6500mAh,,16GB+512GB,,政府补贴10%; 超级爆款;  6期; 退货宝
973275160413,【国家补贴至高立省500元】vivo X300新品蔡司2亿超级主摄天玑9500拍照学生智能手机官方旗舰店官网,¥3959.1,,vivo手机官方旗舰店,回头客1万,,广西 南宁,https://detail.tmall.com/item.htm?id=973275160413&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=3723dbe5b2d37c98fc561c3214d5224578536e8e&mi_id=0000ZMcyWpCVfhpj4RfJ-YG_7Let5lkOV4ycwJQuxtDkTps&skuId=6071012885708,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2207440821122/O1CN01lhEXDR1K9vWP8qUfo_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.31英寸,120Hz,6040mAh,,16GB+1TB,,政府补贴10%; 超级爆款;  12期; 退货宝
1016083425484,【国补至高15%|新品上市】OPPO真我Neo8第五代骁龙8长续航大电池新款学生智能AI游戏手机Realme/真我Neo8,¥2209.15,国补后,天猫优品官方旗舰店,回头客40万,1000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=1016083425484&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=6fe13fa645a9f99e380b5e4a0c7f6417c0bca193&mi_id=0000pvqIr3-cOQ9aq4gEmc-75nMNg7f4hLQ1CmouAjiku2M&skuId=6187209490685,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2218536532979/O1CN01oyCX0o1XsR0vw0tkW_!!4611686018427386867-0-item_pic.jpg_60x60.jpg,Realme/真我,,6.78英寸,165Hz,8000mAh,5000万,16GB+1TB,80W,国家补贴15%; 超级爆款; 退货宝; 对公支付
970880361691,小米17手机新品新款上市小米徕卡联合研发小米官方旗舰店官网小米澎湃OS,¥4074.55,券后价,小米官方旗舰店,回头客20万,2万+人付款,北京,https://detail.tmall.com/item.htm?id=970880361691&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=00001SChEX2jGBGgeJNlkq--53xsqB3ZncMtBbLLqghl-g8&skuId=5938465309806,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/1714128138/O1CN01PSgU7C29zGJgYBOGG_!!4611686018427381002-2-item_pic.png_60x60.jpg,MIUI/小米,,6.3英寸,120Hz,7000mAh,5000万,16GB+512GB,100w,政府补贴5%;  12期; 退货宝
,,¥,,,,,,,,,,,,,,,,
,,¥,,,,,,,,,,,,,,,,
988710593662,【政府补贴15%】REDMI K90红米k90手机官方旗舰店游戏拍照学生旗舰智能小米手机红米手机redmik90,¥2466.28,,天猫优品官方旗舰店,回头客40万,500+人付款,广东 深圳,https://detail.tmall.com/item.htm?id=988710593662&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=296cb8d75ae1626e3f98497eb55f4559ccddd6e9&mi_id=0000Ibzt5yNSz7dXSgXtCJF4S8qZ5_XXj9RVr06RKX2qNqM&skuId=5953330548414,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2218536532979/O1CN01DDmUsW1XsR0vAPI0J_!!4611686018427386867-0-item_pic.jpg_60x60.jpg,MIUI/小米,,6.59英寸,120Hz,7100mAh,5000万,12GB+256GB,100w,政府补贴5%; 退货宝; 对公支付
975622742895,OPPO Find X9旗舰正品新款手机4K超清实况照片oppo手机官方旗舰店oppo find x9,¥4139.1,,OPPO官方旗舰店,回头客2万,2万+人付款,广西 南宁,https://detail.tmall.com/item.htm?id=975622742895&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=1a7e1e65087416ffd115a8f89f632444aaa891a7&mi_id=0000_Lqg0eK-OjgMfLZpGpfO5z9Z0FzCNFyc-X1UnouaEUg&skuId=6230355118119,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/901409638/O1CN01GfMK132L4GPydGCWs-901409638.jpg_60x60.jpg,OPPO,,6.59英寸,120Hz,7025mAh,,16GB+1TB,,政府补贴10%; 超级爆款;  12期; 退货宝
978479356907,【政府补贴15%】华为nova 14 Ultra 双卫星通信+潜望长焦+IP69防水 鸿蒙昆仑玻璃 14系列高端机,¥2454.8,券后价,喵速达电器官方旗舰店,回头客60万,700+人付款,浙江 金华,https://detail.tmall.com/item.htm?id=978479356907&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000h_As5Yf10tKvjqiOafnqpBRYjc5s97y_CMzfOYYgh_g&skuId=5932993473536,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2213856588863/O1CN01YR16672FLJSnrQk8m_!!4611686018427384895-0-item_pic.jpg_60x60.jpg,Huawei/华为,,6.81英寸,120Hz,5500mAh,5000万,12GB+256GB,100w,满150减15; 政府补贴5%; 超级爆款; 退货宝
992478123909,【官网正品 全国联保】 honor/荣耀 500 手机新品手机2亿人像实况8000mAh青海湖大电池,¥2699,,中国电信手机官方旗舰店,14年老店,1人付款,江苏 南京,https://detail.tmall.com/item.htm?id=992478123909&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000TTXAwFYbtQLpcKD0Ua1ighCAjqNWRC_ocnrfnI9dkeY&skuId=6134195738072,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/751075004/O1CN01DRCu1C1mpt2cdCMIj_!!4611686018427387580-2-item_pic.png_60x60.jpg,honor/荣耀,,6.55英寸,120Hz,8000mAh,,16GB+512GB,80W, 6期
1019675336976,【政府补贴至高15%】全新 honor/荣耀 荣耀500 5G智能手机 2亿人像8000mAh 骁龙8至尊旗舰芯  400升级款,¥2849.05,券后价,天猫优品官方旗舰店,回头客40万,35人付款,广东 深圳,https://detail.tmall.com/item.htm?id=1019675336976&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000lwtfJPXlWwFlp-LTslEf50LrOqvLj231K_kbyDrIang&skuId=6046752636872,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2218536532979/O1CN01W5V1ny1XsR0hGUNXv_!!4611686018427386867-2-item_pic.png_60x60.jpg,honor/荣耀,,6.55英寸,120Hz,8000mAh,,12GB+256GB,80W,政府补贴5%; 热销爆款; 退货宝; 对公支付
993712313989,【政府补贴至高15%】vivo Y500 Pro 新品手机旗舰店官方正品2亿像素超清主摄大电池耐用防水,¥1784.15,国补后,天猫优品官方旗舰店,回头客40万,300+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=993712313989&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=ef304204d72d41c5c030e27c42546c0b92883df7&mi_id=0000ATuP2d2suddxE-m7NaAE9rky4HtA4oTL2sQR-8RpvgY&skuId=6133854934553,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2218536532979/O1CN0153wiM41XsR0m572Nc_!!4611686018427386867-2-item_pic.png_60x60.jpg,vivo,,6.67英寸,120Hz,7000mAh,,8GB+256GB,,国家补贴15%; 退货宝; 对公支付
898930752582,OPPO Find X8s+ 旗舰手机极窄四等边天玑9400+ 哈苏人像 ColorOS 15智能拍照手机oppo官方旗舰店国家补贴,¥4319.04,,OPPO官方旗舰店,回头客2万,4000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=898930752582&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=d6f02f1f45004c4fb0da8ce1572aab7e3e026fb1&mi_id=0000mVIwJi0EmxO0rPiKOUCeIzlIJMnVteVL69bjOPQsRnU&skuId=6236254195167,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/901409638/O1CN01iwJV9i2L4GPys3hrb_!!4611686018427382630-0-item_pic.jpg_60x60.jpg,OPPO,,6.59英寸,120Hz,6000mAh,,12GB+256GB,80W,政府补贴4%;  6期; 退货宝
990861278464,【现货立发/质保 1 年】Apple/苹果17 256gb标准系列新机智能手机iPhone17官方正品新品标配新款全网通,¥4878,券后价,拓贝数码海外专营店,,100+人付款,香港 香港岛,https://detail.tmall.com/item.htm?id=990861278464&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000U84pVSK0G9q3h7s0WjRtfunptGJQslThoZLv28k2-a0&skuId=6127264338039,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2220676621843/O1CN01KJboeI1PU93DR8LOE_!!4611686018427381267-0-item_pic.jpg_60x60.jpg,Apple/苹果,,6.3英寸,120Hz,,4800万,512GB,40W,官方立减60元; 退货宝
