商品ID,标题,价格,价格说明,店铺名称,店铺标签,销量,地区,商品链接,图片链接,品牌,型号,屏幕尺寸,刷新率,电池容量,像素,机身内存,充电功率,标签
999658842484,【官网】HONOR/荣耀WIN第五代骁龙8至尊版10000mAh青海湖电池185Hz超高刷游戏手机 官方旗舰店 正品国补,¥3999,,荣耀官方旗舰店,回头客40万,1万+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=999658842484&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000uDc7bX_yqcsuSRnahL7qCjjeuRLX6fFvR7wkee1i0AE&skuId=6160886146106,https://g-search2.alicdn.com/img/bao/uploaded/i4/i4/1114511827/O1CN01GT9VP61PMokR3bmxk_!!4611686018427386323-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.83英寸,185Hz,10000mAh,,12GB+512GB,, 6期; 次日达; 退货宝
975387933127,【中国联通自营】Apple/苹果 iPhone 17 Pro Max手机需现场激活联通官方旗舰店全新国行正品,¥9499,券后价,中国联通手机官方旗舰店,11年老店,7000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=975387933127&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000HZa_QglUqjIFeoQFlKaxY5CrRzUJZ0lI7ZOOLjgihHE&skuId=6149425331194,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/2231547606/O1CN01LAeNvD263bbrcLgNx_!!4611686018427385558-2-item_pic.png_60x60.jpg,Apple/苹果,,6.9英寸,120Hz,4823mAh,4800万,256GB,40W,政府补贴10%; 退货宝
974154119907,【国家补贴/详情领淘金币抵扣】Apple/苹果 iPhone 17 手机官方正品旗舰店官网2025年新款5G全网通手机,¥5696.28,券后价,中国移动天猫手机官方旗舰店,14年老店,1万+人付款,广东 广州,https://detail.tmall.com/item.htm?id=974154119907&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=00005tbP5vgh6lOaYE83GXdm2dfUiLqjiKX3jCPY6IOWwOA&skuId=6094511691721,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/713805254/O1CN01rKlq9e1ogO47pVwlt_!!4611686018427383238-0-item_pic.jpg_60x60.jpg,Apple/苹果,,6.3英寸,120Hz,,4800万,256GB,,政府补贴5%; 超级爆款; 热销爆款; 淘金币已抵2.92元; 退货宝
,,¥,,,,,,,,,,,,,,,,
,,¥,,,,,,,,,,,,,,,,
1037378068994,【新品】华为畅享 90 Plus 麒麟8系芯片 丝滑超好用 鸿蒙AI防诈 6620mAh巨鲸大电池 护眼手机华为官方旗舰店,¥1499,,华为官方旗舰店,回头客4万,,广东 东莞,https://detail.tmall.com/item.htm?id=1037378068994&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000NIf3wkE_YvruufrGHMRST1Y1-og7y_yxCwMnjjRYdFY&skuId=6052945021212,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2838892713/O1CN01k2dgnb1VubexqA4Im_!!4611686018427383977-0-item_pic.jpg_60x60.jpg,Huawei/华为,,6.67英寸,120Hz,6620mAh,5000万,128GB,,退货宝
1043161161797,【优惠100元】华为 nova 15 麒麟8020芯片 多焦段红枫影像  北斗卫星消息 华为直面屏智能手机华为官方旗舰店,¥2549,券后价,华为官方旗舰店,回头客4万,12人付款,广东 东莞,https://detail.tmall.com/item.htm?id=1043161161797&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000wtYJbfsIpznAriz-YB-uJF26UbzlBtxF9msVoOFVQiE&skuId=6064653937492,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/2838892713/O1CN01OsnyTv1VubeXurxtH_!!4611686018427383977-0-item_pic.jpg_60x60.jpg,Huawei/华为,,6.7英寸,120Hz,6000mAh,5000万,12GB+256GB,100w, 6期; 退货宝
1005182765441,honor/荣耀 GT全网通5G手机骁龙8旗舰芯电竞游戏120Hz高刷红外NFC,¥1573,券后价,数码优选馆,,45人付款,山东 临沂,https://item.taobao.com/item.htm?id=1005182765441&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000TexabfcsYFLGTHMNimp90YuYdhv0Cz9rMaSfF__706k&skuId=5997365244173,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/4054045643/O1CN014uSPN61rYY6xljJsv_!!4054045643.jpg_60x60.jpg,honor/荣耀,,6.7英寸,120Hz,5300mAh,,16GB+512GB,100w,官方立减17元;  3期; 退货宝; 公益宝贝
984259634105,【国家补贴至高立省500元】vivo X300新品蔡司2亿超级主摄天玑9500拍照学生智能手机官方旗舰店官网,¥4139.1,券后价,vivo手机官方旗舰店,回头客1万,1000+人付款,广西 南宁,https://detail.tmall.com/item.htm?id=984259634105&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000jj0rWSfWnebHJ2DbtsEaA3TPkq3l85stXlrCX5dcQX8&skuId=6234057083885,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2207440821122/O1CN01GCgjcy1K9vWOhc0Jv_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.31英寸,120Hz,6040mAh,,16GB+256GB,,政府补贴10%;  12期; 退货宝
994161520210,【国家补贴至高省500元】vivo S50 学生拍照大电池大内存手机 vivo手机官方旗舰店正品官网新款s30,¥2685.6,券后价,vivo手机官方旗舰店,回头客1万,,广西 南宁,https://detail.tmall.com/item.htm?id=994161520210&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000d2oLGTSN-4Wlp25JDoaaDnd3Vf_NrDw-Cnw36UfcmMc&skuId=6235069658459,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2207440821122/O1CN01x7Yz8i1K9vWOqajlk_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.59英寸,120Hz,6500mAh,,12GB+256GB,,满150减15; 政府补贴10%;  12期; 退货宝
922126623452,【新品上市】OPPO Find X8s极窄四等边小直屏冰川电池学生天玑9400+哈苏人像智能拍照手机oppo百亿补贴,¥2689,补贴价,百亿补贴官方精选,回头客100万,1万+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=922126623452&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=2a1ed6d456110b5fa92cdb70815db09711d9a58f&mi_id=0000bgOhuiQvbl0-YVTJCDRLA3FPbC63ObEYsXjXqdyFBks&skuId=5966012710902,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/2217587502021/O1CN01OleMuQ1QnfVNHvWuj_!!4611686018427382725-2-item_pic.png_60x60.jpg,OPPO,,6.32英寸,120Hz,5700mAh,5000万,,80W,已补1300元
1005917953269,【15%国家补贴】OPPO真我Neo8第五代骁龙8长续航大电池新款学生智能AI游戏性能手机新品上市realme正品,¥2599,,realme官方旗舰店,回头客3万,,广东 东莞,https://detail.tmall.com/item.htm?id=1005917953269&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000d2R2h3Al-m65SqqvYJD49hmUpy4MOhmS4QtIUVMvXHw&skuId=6018772148846,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2200766936524/O1CN01TXNCio1y433eaJLrA_!!4611686018427385292-2-item_pic.png_60x60.jpg,Realme/真我,,6.78英寸,165Hz,8000mAh,5000万,16GB+512GB,80W,超级爆款;  3期; 退货宝
1035681279364,【晒单返30元红包】vivo iQOO Z11新品iqooz11手机z11系列官方正品turbo旗舰vivo专卖店学生备用游戏大电池,¥1994.05,,天猫优品官方旗舰店,回头客40万,52人付款,广东 深圳,https://detail.tmall.com/item.htm?id=1035681279364&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=7c75640c63761c9d5c3caf95414d7ab7460fe49d&mi_id=0000czo4-TNPPctjhgSTms6yf29Zzn1h__aajk8LsqjuLDY&skuId=6054099745806,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2218536532979/O1CN01Nx573f1XsR0v5oQuo_!!4611686018427386867-0-item_pic.jpg_60x60.jpg,vivo,,6.83英寸,165Hz,9020mAh,5000万,12GB+512GB,,政府补贴5%; 热销爆款; 退货宝; 对公支付
1031275919826,【手机政府补贴】OPPO K15 Pro+ 天玑9500s oppo官方旗舰店oppok15pro+正品新款5G大电池智能学生游戏手机,¥3071.04,券后价,OPPO官方旗舰店,回头客2万,,广西 南宁,https://detail.tmall.com/item.htm?id=1031275919826&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000zvqc-z08J8iBn2lEAugAkgEDA-1biwgnyM4vHAafAZA&skuId=6235153446987,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/901409638/O1CN01rghY3m2L4GPz0k1RQ_!!4611686018427382630-0-item_pic.jpg_60x60.jpg,OPPO,,6.78英寸,165Hz,8000mAh,,12GB+256GB,,政府补贴4%;  12期; 退货宝
923354953511,Apple/苹果iPhone 16 Pro Max以租代购手机租赁分期月付,¥789.08,券后价,创丽租手机租赁数码分期,14年老店,17人付款,浙江 杭州,https://item.taobao.com/item.htm?id=923354953511&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000RwPlw55htnRKlT7MUrqljTtc1CuGXzCWyNP2tClWQbQ&skuId=6212000203382,https://g-search1.alicdn.com/img/bao/uploaded/i4/i4/139621505/O1CN01LbUzi21MzLCuAUaXr_!!139621505.jpg_60x60.jpg,Apple/苹果,,6.9英寸,120Hz,4685mAh,,512GB,20W,官方立减8元; 淘金币已抵2.92元
1019783047066,【政府补贴15%】MIUI/小米 REDMI K90 官方旗舰店游戏拍照学生旗舰智能小米手机,¥2466.28,,天猫优品官方旗舰店,回头客40万,21人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=1019783047066&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=0c5f7c6f9352cbb583f1fdf94a2c33d0601b4975&mi_id=0000rndN2Ay8WZDJRC86mxMJYQZtxDSVFoED6Voh5I8vJHk&skuId=6196897826747,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2218536532979/O1CN01CO7SkR1XsR10O1t6n_!!4611686018427386867-0-item_pic.jpg_60x60.jpg,MIUI/小米,,6.59英寸,120Hz,7100mAh,5000万,12GB+512GB,100w,政府补贴5%; 退货宝; 对公支付
1005031213545,【OnePlus】OPPO 一加 Turbo 6V 9000mAh 冰川电池满级防水学生电竞AI游戏手机一加官方旗舰店官网正品,¥1823.04,,一加官方旗舰店,回头客10万,3000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=1005031213545&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=eb3c1361a8903f7f95d53b991d5c1c5b3c909152&mi_id=0000VFcoZ0wnJSlJ4pzbPCwya4m0pP3j5mlRufe2CRmiIz0&skuId=6005380888250,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2256022143/O1CN01wMCoRO1RhXuB5J1lo_!!4611686018427382399-2-item_pic.png_60x60.jpg,OnePlus/一加,,6.78英寸,144Hz,9000mAh,,12GB+256GB,80W,政府补贴4%; 已补200元; 超级爆款;  3期; 退货宝
975998099830,MIUI/小米 Xiaomi MIX 41亿像素超长续航无线充电8核超性价比,¥718,券后价,小米优品商城,,30人付款,广东 深圳,https://item.taobao.com/item.htm?id=975998099830&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=00009hOYo1TOGyrel8PdDr4xbeGos7M1yvvXdkvlHZFyhyo&skuId=6191040174265,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2208506478729/O1CN01J4Jy802ELwJeldRlu_!!2208506478729.jpg_60x60.jpg,MIUI/小米,,6.67英寸,120Hz,4500mAh,,12GB+256GB,120W, 3期; 退货宝
911695952042,OPPO Reno14 AI智能手机学生拍照手机政府补贴高清长焦实况照片 IP69 满级防水oppo官方旗舰店,¥2339.1,券后价,OPPO官方旗舰店,回头客2万,10万+人付款,广西 南宁,https://detail.tmall.com/item.htm?id=911695952042&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000JOmwfF1SCIea0GJRTxB3zTqyPQY9dEow3Bvo46tCnB0&skuId=5947235372938,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/901409638/O1CN01ExEZGK2L4GPzEZZWe_!!4611686018427382630-0-item_pic.jpg_60x60.jpg,OPPO,,6.59英寸,120Hz,6000mAh,,16GB+512GB,80W,政府补贴10%;  6期; 退货宝
,,¥,,,,,,,,,,,,,,,,
833002923974,Apple/苹果 iPhone 16 Plus,¥5999,,Apple Store 官方旗舰店,回头客200万,,湖北 鄂州,https://detail.tmall.com/item.htm?id=833002923974&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000JxIyAUCHLX7Wr8FdtBy4n5A3nImNjrxypCyel6kec9w&skuId=5581806025099,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/1917047079/O1CN01Adtt4J22AEsEFmfEm_!!4611686018427384103-0-item_pic.jpg_60x60.jpg,Apple/苹果,,6.7英寸,,,4800万,512GB,, 12期; 48小时内发
1029344348767,【新品上市 24期免息】vivo X300s 新品蔡司2亿超级主摄政府补贴拍照学生智能大电池手机官方旗舰店官网正品,¥4499.1,,vivo手机官方旗舰店,回头客1万,,广西 南宁,https://detail.tmall.com/item.htm?id=1029344348767&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=e2b3c136b05ef77d03a7d9b2717d785c1432a238&mi_id=0000cU0OCJFAJsIn9N-dCVRWsE6eeY362ieeTiWcMrKDVRI&skuId=6053752981944,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2207440821122/O1CN01yn0AoJ1K9vWNBzY5i_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.78英寸,144Hz,7100mAh,,12GB+256GB,,政府补贴10%; 超级爆款;  24期; 退货宝
996819358716,【政府补贴|阿里官方自营】HONOR/荣耀 新品500手机焕新版 8000mAh青海湖电池旗舰店新款官网正品2亿人像-200,¥2832.03,券后价,喵速达电器官方旗舰店,回头客60万,3000+人付款,广东 深圳,https://detail.tmall.com/item.htm?id=996819358716&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000pZL0vCb7oXXtA9s0PNYSfK6Yu1CPRBZod39RyO2QYc4&skuId=6052762684636,https://g-search3.alicdn.com/img/bao/uploaded/i4/i1/2213856588863/O1CN01lOFZRH2FLJSICXR5i_!!4611686018427384895-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.55英寸,120Hz,8000mAh,,12GB+256GB,80W,满150减15; 政府补贴5%; 超级爆款; 热销爆款; 淘金币已抵2.92元; 退货宝
1009117220681,【新品上市】HONOR/荣耀Magic8 Pro Air旗舰芯片天玑9500 青海湖电池旗舰级三摄 全焦段闪光人像官方旗舰正品,¥4984,券后价,荣耀官方旗舰店,回头客40万,,广东 东莞,https://detail.tmall.com/item.htm?id=1009117220681&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000IE0FNXMmdrbeuUFarLieGXIsmQE8zeFg68rlkuvnK9g&skuId=6179403762856,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/1114511827/O1CN01mSMPaX1PMokQbzMKF_!!4611686018427386323-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.31英寸,120Hz,5500mAh,5000万,12GB+512GB,80W,满150减15;  12期; 次日达; 退货宝
999659690740,【官网】HONOR/荣耀WIN  第五代骁龙8至尊版 10000mAh巨无霸青海湖电池 185Hz超高刷游戏手机 官方旗舰店正品,¥3984,券后价,荣耀官方旗舰店,回头客40万,3000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=999659690740&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000hiayBSL5fKDoxtwBWqGmTJJYEK8jm-jHAHFRPqfK2qU&skuId=5996351853160,https://g-search1.alicdn.com/img/bao/uploaded/i4/i3/1114511827/O1CN01KEGwvp1PMokQaz3ga_!!4611686018427386323-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.83英寸,185Hz,10000mAh,,16GB+1TB,,满150减15; 超级爆款;  6期; 次日达; 退货宝
982205643206,MIUI/小米 Xiaomi 14全网通5G骁龙8Gen3徕卡相机旗舰AI手机小米14,¥1438,,品盛数码通讯,,80人付款,广东 潮州,https://item.taobao.com/item.htm?id=982205643206&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000306PnO4i9n-YiaVY0FIr0zYt_awUAZ3OHsgjS4mVN-Y&skuId=6109334226019,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2162192073/O1CN01jTyWJA1RBU8h4yDge_!!2162192073.jpg_60x60.jpg,MIUI/小米,,6.36英寸,120Hz,4610mAh,,16GB+512GB,,退货宝
977760293266,现货速发【政府补贴15%】vivo X200s 旗舰新品拍照手机蔡司天玑9400+旗舰芯片X300系列,¥3329,国补后,天猫优品官方旗舰店,回头客40万,1000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=977760293266&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=36971da2fcbbd5f6fc57bece7a3299d891a9bd65&mi_id=0000k60FvSmgR_TW-poQw_cu4QbOUwzHcaOgFrQH2TyYPGo&skuId=6098494615621,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/2218536532979/O1CN01mdiUbq1XsR0vJq5cB_!!4611686018427386867-2-item_pic.png_60x60.jpg,vivo,,6.67英寸,120Hz,6200mAh,,16GB+1TB,,国家补贴15%; 退货宝; 对公支付
1006007643500,【政府补贴15%】MIUI/小米 REDMI Turbo 4 天玑8400-Ultra处理器 6550mAh超长续航,¥1538.05,,天猫优品官方旗舰店,回头客40万,1000+人付款,浙江 金华,https://detail.tmall.com/item.htm?id=1006007643500&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=ffad7ad1d6563832738513fab102cdfac39d7455&mi_id=0000u6HOk1dj6zDpQ779ZDy7Fmv-SVoBncFoQAw2KuBijg0&skuId=6169101427258,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2218536532979/O1CN01mJEujQ1XsQzviQizS_!!4611686018427386867-2-item_pic.png_60x60.jpg,MIUI/小米,,6.67英寸,120Hz,6550mAh,,16GB+512GB,,政府补贴5%; 退货宝; 对公支付
838320732816,正品honor/荣耀 Magic6 第三代骁龙8芯片 荣耀巨犀玻璃5G智能手机,¥1698,,品盛数码通讯,,200+人付款,广东 潮州,https://item.taobao.com/item.htm?id=838320732816&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000a7XiFVHLT7DbxQaoqTTl7COirYQoZzHYE5xZbwoblko&skuId=6090114094074,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/2162192073/O1CN01Akzsuo1RBU2Kv0Ems_!!2162192073.jpg_60x60.jpg,honor/荣耀,,6.78英寸,120Hz,5450mAh,,16GB+512GB,66W,退货宝
1026953255694,【新品上市 24期免息】vivo X300 Ultra 新品蔡司大师镜头群拍照学生智能大电池手机官方旗舰店官网正品新款,¥6999,,vivo手机官方旗舰店,回头客1万,,广西 南宁,https://detail.tmall.com/item.htm?id=1026953255694&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=b9de69f927e1da890f5abaa7c6de2bddafe8eca8&mi_id=0000UKkSCUnv8WZBPG23CBmNNbn34TXaFLqY57-sYJ-wvkk&skuId=6215530866381,https://g-search2.alicdn.com/img/bao/uploaded/i4/i2/2207440821122/O1CN013OCbu41K9vWNPfT3s_!!4611686018427386754-2-item_pic.png_60x60.jpg,vivo,,6.82英寸,144Hz,6600mAh,,16GB+1TB,,超级爆款;  24期; 退货宝
999775286299,【国家补贴】华为 nova 15 Pro 麒麟9系芯片前后红枫影像6.9mm超薄机身北斗卫星消息智能手机华为官方旗舰店,¥3071.04,券后价,华为官方旗舰店,回头客4万,,广东 东莞,https://detail.tmall.com/item.htm?id=999775286299&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000IJKl4GHy4WcEnaYYI41Du847wJwBNTUuw7ioV0e9i5o&skuId=6165812395732,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2838892713/O1CN01Rlilwh1VubeRbyvQ9_!!4611686018427383977-2-item_pic.png_60x60.jpg,Huawei/华为,,6.84英寸,,6500mAh,5000万,12GB+256GB,100w,政府补贴4%;  6期; 退货宝
1028866699095,【官方旗舰店】2026新款M80Pro智能手机512GB内存游戏千百元学生党5G全网通便宜老年人长续航安卓工作室备用,¥284,券后价,已晴数码专营店,,2000+人付款,广东 深圳,https://detail.tmall.com/item.htm?id=1028866699095&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000XccLcAI_wgOizEMnSnoaeLkEXBEd4q6ZyIsgNZNklVk&skuId=6043022969213,https://g-search1.alicdn.com/img/bao/uploaded/i4/i2/2217786510596/O1CN01KlJvQ21GH1BMcGkEd_!!4611686018427383044-2-item_pic.png_60x60.jpg,op（数码）,,6.5英寸,120Hz,7000mAh,4800万+500万,12GB+512GB,40W,满150减15; 超级爆款; 24小时内发; 退货宝; 公益宝贝
979168134463,【谢霆锋同款】荣耀Magic8直屏智能手机 超夜神长焦影像智能体第五代骁龙8至尊版新一代青海湖电池官方旗舰店,¥4259.8,券后价,荣耀官方旗舰店,回头客40万,,广东 东莞,https://detail.tmall.com/item.htm?id=979168134463&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000c0XtMOcNsveA9HPvfpuBezIf1Ge7pkzY7rOwdLSH45Y&skuId=5945543653294,https://g-search3.alicdn.com/img/bao/uploaded/i4/i3/1114511827/O1CN01SU5qxW1PMokSSUDvs_!!4611686018427386323-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.58英寸,120Hz,7000mAh,,16GB+512GB,,满150减15; 政府补贴5%;  6期; 次日达; 退货宝
991969847204,【官网】HONOR/荣耀500 焕新版 智能手机 2亿人像全能实况 8000mAh青海湖电池 第四代骁龙8s 正品 官方旗舰店,¥2809,补贴价,百亿补贴品牌优选,回头客40万,8000+人付款,广东 东莞,https://detail.tmall.com/item.htm?id=991969847204&ns=1&abbucket=9&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=023a03620e27aa25733b7efe2803b8091f23c422&mi_id=0000uh5UpAfDxu0BKd4S246hM1_Mf_2DBgLZV7SXFv-4XvA&skuId=6047324893653&maskChannel=bybtrs,https://g-search1.alicdn.com/img/bao/uploaded/i4/i1/1114511827/O1CN01euEMRR1PMokR7asrG_!!4611686018427386323-0-item_pic.jpg_60x60.jpg,honor/荣耀,,6.55英寸,120Hz,8000mAh,,12GB+256GB,80W,超级爆款; 次日达; 退货宝
991489820952,【政府补贴15% 送小米蓝牙耳机】MIUI/小米 REDMI K90 Pro Max手机官方旗舰店小米手机红米redmik90promax,¥3989.05,,天猫优品官方旗舰店,回头客40万,100+人付款,浙江 杭州,https://detail.tmall.com/item.htm?id=991489820952&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=6ad622493b458e0718db1ff2cd5366721cca2b5d&mi_id=0000JuMc8XA_uRwPX_HO0FeA4B0Gwn1GVJWQ13v1_fTi7Hk&skuId=6124970631382,https://g-search2.alicdn.com/img/bao/uploaded/i4/i3/2218536532979/O1CN01UG3uAG1XsR0nyw0gK_!!4611686018427386867-2-item_pic.png_60x60.jpg,MIUI/小米,,6.9英寸,120Hz,7560mAh,5000万,16GB+512GB,,政府补贴5%; 退货宝; 对公支付
1038082403568,【国家补贴/详情领淘金币抵扣】Apple/苹果 iPhone 17e 手机全新5G双卡双待手机官方正品2026新品手机,¥4271.28,券后价,中国移动天猫手机官方旗舰店,14年老店,32人付款,广东 广州,https://detail.tmall.com/item.htm?id=1038082403568&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000kvKBlIYj2GaNB4TNTbUGvlZ2zhgw8TRL15gm_J918-E&skuId=6222691286093,https://g-search3.alicdn.com/img/bao/uploaded/i4/i2/713805254/O1CN01Ry6mxV1ogO3vbA3n0_!!4611686018427383238-0-item_pic.jpg_60x60.jpg,Apple/苹果,,6.1英寸,,,4800万,256GB,,政府补贴5%; 热销爆款; 淘金币已抵2.92元; 退货宝
969367004245,【政府补贴15%】红米REDMI Note15 Pro手机小米官方旗舰店红米note小米手机官网新品小米note15pro,¥1535.04,,天猫优品官方旗舰店,回头客40万,300+人付款,广东 深圳,https://detail.tmall.com/item.htm?id=969367004245&ns=1&abbucket=9&xxc=taobaoSearch&fpChannel=101&fpChannelSig=bfe6595e0281aca0d56a974194ff8c09611a91d6&mi_id=00007oHwl9_AsCE_vF8zuWjggOHl239x6XuRjdptYgT9c_A&skuId=5916541821928,https://g-search2.alicdn.com/img/bao/uploaded/i4/i1/2218536532979/O1CN01h0Ov8T1XsR0n9Zqgm_!!4611686018427386867-0-item_pic.jpg_60x60.jpg,MIUI/小米,,6.83英寸,120Hz,7000mAh,,12GB+512GB,,政府补贴4%; 热销爆款; 退货宝; 对公支付
668414289878,【国家补贴15%】华为畅享90Pro Max 手机 8500mAh巨鲸大电池华为畅享90promax老人机手机官方旗舰店正品2127,¥1699,,苏宁易购官方旗舰店,回头客40万,900+人付款,北京,https://detail.tmall.com/item.htm?id=668414289878&ns=1&abbucket=9&xxc=taobaoSearch&mi_id=0000R4eDzqqS3OyoIZz-J3IiwJ8b6jhBbBjLQW61jci3wNM&skuId=6216300951045,https://g-search3.alicdn.com/img/bao/uploaded/i4/i4/2616970884/O1CN011jnxoP1IOvFnhC0h4_!!4611686018427383428-0-item_pic.jpg_60x60.jpg,Huawei/华为,,6.84英寸,120Hz,8500mAh,5000万,512GB,, 3期
